Age,year,sex,people
40,2002,F,43894005
45,2002,F,42907360
50,2002,F,35424766
55,2002,F,24021469
60,2002,F,19970965
65,2002,F,17688606
70,2002,F,13433438
75,2002,F,8854383
80,2002,F,5288051
85,2002,F,2397581
90,2002,F,669622
95,2002,F,118318
100,2002,F,9042
0,2003,F,41270142
5,2003,F,41476951
10,2003,F,54826624
15,2003,F,59892760
20,2003,F,46658244
25,2003,F,52139309
30,2003,F,62964191
35,2003,F,59176925
40,2003,F,45996986
45,2003,F,41916770
50,2003,F,38508168
55,2003,F,25394540
60,2003,F,20151467
65,2003,F,17930213
70,2003,F,13964052
75,2003,F,9085651
80,2003,F,5342044
85,2003,F,2489492
90,2003,F,717069
95,2003,F,136139
100,2003,F,10106
0,2004,F,39464821
5,2004,F,41562855
10,2004,F,50500117
15,2004,F,62570995
20,2004,F,47743547
25,2004,F,49660315
30,2004,F,61700129
35,2004,F,61394813
40,2004,F,48390779
45,2004,F,41224040
50,2004,F,40972877
55,2004,F,27138277
60,2004,F,20534806
65,2004,F,18152681
70,2004,F,14472620
75,2004,F,9386723
80,2004,F,5411498
85,2004,F,2522730
90,2004,F,732255
95,2004,F,137724
100,2004,F,11181
0,2005,F,38582614
5,2005,F,41359081
10,2005,F,47158082
15,2005,F,63226933
20,2005,F,49592564
25,2005,F,47851059
30,2005,F,59874755
35,2005,F,62786771
40,2005,F,50836825
45,2005,F,41311510
50,2005,F,42397299
55,2005,F,29254430
60,2005,F,21184996
65,2005,F,18350002
70,2005,F,14911884
75,2005,F,9762460
80,2005,F,5510687
85,2005,F,2502904
90,2005,F,710275
95,2005,F,113131
100,2005,F,12218
0,2006,F,37905032
5,2006,F,40778782
10,2006,F,44812170
15,2006,F,62066622
20,2006,F,52297253
25,2006,F,46753526
30,2006,F,57620257
35,2006,F,63489836
40,2006,F,53444240
45,2006,F,42109080
50,2006,F,42884810
55,2006,F,31715624
60,2006,F,22012329
65,2006,F,18412492
70,2006,F,15146209
75,2006,F,10121815
80,2006,F,5695604
85,2006,F,2644580
90,2006,F,822912
95,2006,F,133391
100,2006,F,13229
0,2007,F,37780063
5,2007,F,40162400
10,2007,F,43345439
15,2007,F,58865072
20,2007,F,55946721
25,2007,F,46246257
30,2007,F,54839387
35,2007,F,63434017
40,2007,F,56193301
45,2007,F,43574572
50,2007,F,42351834
55,2007,F,34646241
60,2007,F,23040580
65,2007,F,18477376
70,2007,F,15358630
75,2007,F,10522298
80,2007,F,5860225
85,2007,F,2733872
90,2007,F,900762
95,2007,F,167114
100,2007,F,14251
0,2008,F,38180282
5,2008,F,39490185
10,2008,F,42552312
15,2008,F,54443271
20,2008,F,59688011
25,2008,F,46428804
30,2008,F,51896873
35,2008,F,62662519
40,2008,F,58805499
45,2008,F,45573666
50,2008,F,41304217
55,2008,F,37615712
60,2008,F,24328692
65,2008,F,18628839
70,2008,F,15564601
75,2008,F,10934983
80,2008,F,6027252
85,2008,F,2775202
90,2008,F,948329
95,2008,F,193819
100,2008,F,15394
0,2009,F,38693389
5,2009,F,38864036
10,2009,F,41971440
15,2009,F,50190154
20,2009,F,62256064
25,2009,F,47433536
30,2009,F,49344466
35,2009,F,61308786
40,2009,F,60920572
45,2009,F,47874555
50,2009,F,40577005
55,2009,F,39989716
60,2009,F,25989676
65,2009,F,18997973
70,2009,F,15775576
75,2009,F,11323034
80,2009,F,6225926
85,2009,F,2795977
90,2009,F,953192
95,2009,F,197208
100,2009,F,16817
0,2010,F,39073481
5,2010,F,38444848
10,2010,F,41263155
15,2010,F,46974733
20,2010,F,62891111
25,2010,F,49265227
30,2010,F,47534857
35,2010,F,59488495
40,2010,F,62300888
45,2010,F,50298020
50,2010,F,40681210
55,2010,F,41401388
60,2010,F,28062025
65,2010,F,19662485
70,2010,F,15998440
75,2010,F,11674464
80,2010,F,6473183
85,2010,F,2813646
90,2010,F,911081
95,2010,F,165210
100,2010,F,18638
0,2011,F,39561974
5,2011,F,38270223
10,2011,F,40520394
15,2011,F,44609458
20,2011,F,61696029
25,2011,F,51926022
30,2011,F,46407316
35,2011,F,57201638
40,2011,F,62954207
45,2011,F,52847522
50,2011,F,41448175
55,2011,F,41825099
60,2011,F,30406640
65,2011,F,20422440
70,2011,F,16069847
75,2011,F,11924858
80,2011,F,6816389
85,2011,F,3012849
90,2011,F,1020120
95,2011,F,195569
100,2011,F,20876
0,2012,F,39946907
5,2012,F,38269418
10,2012,F,39814700
15,2012,F,43173244
20,2012,F,58514124
25,2012,F,55567842
30,2012,F,45906077
35,2012,F,54440137
40,2012,F,62907040
45,2012,F,55583005
50,2012,F,42908214
55,2012,F,41303991
60,2012,F,33246862
65,2012,F,21383286
70,2012,F,16149143
75,2012,F,12162532
80,2012,F,7168840
85,2012,F,3170290
90,2012,F,1089038
95,2012,F,241559
100,2012,F,23528
0,2013,F,40203923
5,2013,F,38428335
10,2013,F,39172307
15,2013,F,42417498
20,2013,F,54148012
25,2013,F,59341749
30,2013,F,46123731
35,2013,F,51554680
40,2013,F,62194383
45,2013,F,58226423
50,2013,F,44924192
55,2013,F,40331277
60,2013,F,36161455
65,2013,F,22609852
70,2013,F,16322781
75,2013,F,12398307
80,2013,F,7511678
85,2013,F,3291394
90,2013,F,1133918
95,2013,F,278180
100,2013,F,26645
0,2014,F,40381682
5,2014,F,38691030
10,2014,F,38671563
15,2014,F,41837731
20,2014,F,49934266
25,2014,F,61943546
30,2014,F,47157977
35,2014,F,49051008
40,2014,F,60897239
45,2014,F,60375860
50,2014,F,47239559
55,2014,F,39687594
60,2014,F,38504726
65,2014,F,24208762
70,2014,F,16704411
75,2014,F,12625678
80,2014,F,7815789
85,2014,F,3411203
90,2014,F,1147908
95,2014,F,286795
100,2014,F,30274
0,2015,F,40500636
5,2015,F,38976431
10,2015,F,38373649
15,2015,F,41121099
20,2015,F,46729764
25,2015,F,62590787
30,2015,F,48999501
35,2015,F,47266940
40,2015,F,59110474
45,2015,F,61773461
50,2015,F,49666375
55,2015,F,39852704
60,2015,F,39907887
65,2015,F,26217514
70,2015,F,17360441
75,2015,F,12847147
80,2015,F,8076861
85,2015,F,3544586
90,2015,F,1134237
95,2015,F,254931
100,2015,F,34437
0,2016,F,40612274
5,2016,F,39282531
10,2016,F,38248996
15,2016,F,40385130
20,2016,F,44389149
25,2016,F,61416265
30,2016,F,51669659
35,2016,F,46159554
40,2016,F,56856133
45,2016,F,62444013
50,2016,F,52205175
55,2016,F,40635612
60,2016,F,40315463
65,2016,F,28464319
70,2016,F,18101453
75,2016,F,12988185
80,2016,F,8358383
85,2016,F,3862053
90,2016,F,1276347
95,2016,F,287043
100,2016,F,39203
0,2017,F,40530138
5,2017,F,39615335
10,2017,F,38278251
15,2017,F,39674872
20,2017,F,42967472
25,2017,F,58251998
30,2017,F,55315637
35,2017,F,45671653
40,2017,F,54123804
45,2017,F,62418862
50,2017,F,54934192
55,2017,F,42094769
60,2017,F,39829614
65,2017,F,31195916
70,2017,F,19004199
75,2017,F,13121629
80,2017,F,8621044
85,2017,F,4152318
90,2017,F,1379322
95,2017,F,333852
100,2017,F,44537
0,2018,F,40292964
5,2018,F,39943566
10,2018,F,38426066
15,2018,F,39029878
20,2018,F,42211552
25,2018,F,53894659
30,2018,F,59083413
35,2018,F,45892206
40,2018,F,51258326
45,2018,F,61725191
50,2018,F,57569816
55,2018,F,44090425
60,2018,F,38929869
65,2018,F,34001830
70,2018,F,20140683
75,2018,F,13329825
80,2018,F,8871835
85,2018,F,4388711
90,2018,F,1465660
95,2018,F,373275
100,2018,F,50256
0,2019,F,39934767
5,2019,F,40225712
10,2019,F,38648113
15,2019,F,38535391
20,2019,F,41620012
25,2019,F,49681080
30,2019,F,61670474
35,2019,F,46920301
40,2019,F,48766184
45,2019,F,60442592
50,2019,F,59710325
55,2019,F,46379016
60,2019,F,38368062
65,2019,F,36260434
70,2019,F,21631501
75,2019,F,13715744
80,2019,F,9097473
85,2019,F,4583542
90,2019,F,1525990
95,2019,F,386612
100,2019,F,56108
0,2020,F,39476105
5,2020,F,40415039
10,2020,F,38912828
15,2020,F,38238737
20,2020,F,40884302
25,2020,F,46466160
30,2020,F,62295742
35,2020,F,48745948
40,2020,F,46984787
45,2020,F,58664268
50,2020,F,61097362
55,2020,F,48782446
60,2020,F,38596854
65,2020,F,37622978
70,2020,F,23524526
75,2020,F,14337340
80,2020,F,9297788
85,2020,F,4738693
90,2020,F,1573796
95,2020,F,358816
100,2020,F,61919
